1800, 3996, 188.05, 41
1800, 3996, 186.75, 41
1800, 3996, 187.15, 41
1800, 3996, 187.00, 41
1800, 3996, 184.87, 41
1800, 3996, 184.83, 41
1800, 3996, 184.75, 41
1800, 3996, 185.02, 41
1800, 3996, 185.02, 41
1800, 3996, 184.71, 41
1800, 3996, 185.14, 41
1800, 3996, 184.95, 41
1800, 3996, 185.07, 41
1800, 3996, 184.72, 41
1800, 3996, 184.79, 41
1800, 3996, 184.91, 41
1800, 3996, 187.16, 41
1800, 3996, 184.91, 41
1800, 3996, 184.64, 41
1800, 3996, 184.87, 41
1800, 3996, 184.91, 41
1800, 3996, 185.02, 41
1800, 3996, 184.98, 41
1800, 3996, 184.71, 41
1800, 3996, 184.83, 41
