1920, 3996, 203.29, 42
1920, 3996, 201.17, 42
1920, 3996, 201.41, 42
1920, 3996, 208.66, 43
1920, 3996, 209.39, 42
1920, 3996, 198.59, 42
1920, 3996, 198.63, 42
1920, 3996, 209.40, 42
1920, 3996, 203.66, 42
1920, 3996, 198.82, 42
1920, 3996, 198.83, 42
1920, 3996, 198.76, 42
1920, 3996, 201.18, 42
1920, 3996, 198.78, 42
1920, 3996, 198.69, 42
1920, 3996, 198.75, 42
1920, 3996, 198.64, 42
1920, 3996, 198.75, 42
1920, 3996, 198.78, 42
1920, 3996, 198.87, 42
1920, 3996, 198.55, 42
1920, 3996, 198.58, 42
1920, 3996, 198.71, 42
1920, 3996, 198.67, 42
1920, 3996, 198.51, 42
