1920, 3996, 198.48, 42
1920, 3996, 201.66, 42
1920, 3996, 198.63, 42
1920, 3996, 201.57, 42
1800, 3996, 191.30, 42
1800, 3996, 185.21, 42
1800, 3996, 187.60, 42
1800, 3996, 185.10, 42
1800, 3996, 185.25, 42
1800, 3996, 184.99, 42
1800, 3996, 184.91, 42
1800, 3996, 185.18, 42
1800, 3996, 184.83, 42
1800, 3996, 184.83, 42
1800, 3996, 184.83, 42
1800, 3996, 184.83, 42
1800, 3996, 184.95, 42
1800, 3996, 184.83, 42
1800, 3996, 184.83, 42
1800, 3996, 187.10, 42
1800, 3996, 184.91, 42
1800, 3996, 184.83, 42
1800, 3996, 184.91, 42
1800, 3996, 185.07, 42
1800, 3996, 185.06, 42
