1920, 3996, 201.75, 45
1920, 3996, 203.87, 45
1920, 3996, 201.71, 45
1920, 3996, 204.41, 45
1920, 3996, 202.18, 46
1920, 3996, 201.13, 45
1920, 3996, 200.79, 45
1800, 3996, 201.92, 45
1800, 3996, 186.78, 44
1800, 3996, 186.89, 44
1800, 3996, 186.78, 44
1800, 3996, 186.85, 44
1800, 3996, 187.09, 44
1800, 3996, 186.89, 44
1800, 3996, 187.09, 44
1800, 3996, 186.78, 44
1800, 3996, 186.78, 44
1800, 3996, 186.85, 44
1800, 3996, 186.85, 44
1800, 3996, 186.89, 44
1800, 3996, 186.82, 44
1800, 3996, 189.01, 44
1800, 3996, 186.85, 44
1800, 3996, 186.67, 44
1800, 3996, 186.62, 44
