1800, 3996, 184.83, 42
1800, 3996, 187.28, 42
1800, 3996, 184.95, 42
1800, 3996, 187.58, 42
1800, 3996, 185.03, 42
1800, 3996, 187.20, 42
1800, 3996, 185.10, 42
1800, 3996, 184.83, 42
1800, 3996, 184.99, 42
1800, 3996, 184.83, 42
1800, 3996, 184.83, 42
1800, 3996, 187.56, 42
1800, 3996, 184.98, 42
1800, 3996, 184.87, 42
1800, 3996, 185.38, 42
1800, 3996, 184.87, 43
1800, 3996, 185.07, 43
1800, 3996, 185.60, 43
1800, 3996, 184.91, 43
1800, 3996, 185.06, 43
1800, 3996, 185.38, 43
1800, 3996, 185.71, 43
1800, 3996, 185.71, 43
1800, 3996, 185.71, 43
1800, 3996, 186.11, 43
