1920, 3996, 200.38, 44
1920, 3996, 203.34, 44
1920, 3996, 202.90, 44
1920, 3996, 202.02, 44
1920, 3996, 202.60, 44
1920, 3996, 200.35, 44
1920, 3996, 200.39, 44
1920, 3996, 200.39, 44
1920, 3996, 200.47, 44
1920, 3996, 200.40, 44
1800, 3996, 187.32, 44
1800, 3996, 186.59, 43
1800, 3996, 186.74, 43
1800, 3996, 186.47, 43
1800, 3996, 194.33, 44
1800, 3996, 194.43, 43
1800, 3996, 188.94, 43
1800, 3996, 186.47, 43
1920, 3996, 198.59, 44
1800, 3996, 186.78, 43
1800, 3996, 186.13, 43
1800, 3996, 186.43, 43
1800, 3996, 193.36, 44
1800, 3996, 194.48, 43
1800, 3996, 186.05, 43
