1800, 3996, 185.02, 42
1800, 3996, 185.17, 41
1800, 3996, 184.99, 41
1800, 3996, 184.98, 41
1800, 3996, 184.98, 41
1800, 3996, 185.02, 41
1800, 3996, 184.98, 41
1800, 3996, 184.95, 41
1800, 3996, 185.25, 41
1800, 3996, 185.14, 41
1800, 3996, 185.18, 41
1800, 3996, 185.02, 41
1800, 3996, 187.35, 41
1800, 3996, 185.21, 41
1800, 3996, 184.91, 41
1800, 3996, 184.91, 41
1800, 3996, 184.99, 41
1800, 3996, 185.10, 41
1800, 3996, 185.17, 41
1800, 3996, 184.95, 41
1800, 3996, 184.98, 41
1800, 3996, 184.95, 41
1800, 3996, 185.10, 41
1800, 3996, 185.10, 41
1800, 3996, 184.98, 41
