1920, 186.57, 41
1920, 189.37, 41
1920, 193.31, 41
1920, 195.94, 41
1920, 198.38, 41
1920, 198.42, 41
1920, 198.55, 41
1920, 198.59, 41
1920, 198.55, 41
1920, 198.51, 41
1920, 198.67, 41
1920, 198.70, 41
1920, 198.67, 41
1920, 198.67, 41
1920, 198.51, 41
1920, 198.51, 41
1920, 201.42, 41
1920, 201.46, 41
1920, 201.44, 41
1920, 201.42, 41
1920, 198.63, 41
1920, 198.63, 41
1920, 199.35, 41
1920, 200.80, 41
1920, 200.83, 41
1920, 200.71, 41
1920, 200.14, 41
1920, 198.62, 41
1920, 198.63, 41
1920, 198.51, 41
1920, 198.51, 41
