2026/04/23 11:23:45.273, 2032 MHz, 372.39 W, 47
2026/04/23 11:23:45.524, 2032 MHz, 372.43 W, 47
2026/04/23 11:23:45.774, 2032 MHz, 372.44 W, 47
2026/04/23 11:23:46.024, 2032 MHz, 372.44 W, 47
2026/04/23 11:23:46.274, 2032 MHz, 372.44 W, 47
2026/04/23 11:23:46.524, 2032 MHz, 372.42 W, 47
2026/04/23 11:23:46.774, 2032 MHz, 372.43 W, 47
2026/04/23 11:23:47.024, 2032 MHz, 372.51 W, 47
2026/04/23 11:23:47.274, 2032 MHz, 372.51 W, 47
2026/04/23 11:23:47.524, 2032 MHz, 372.58 W, 47
2026/04/23 11:23:47.775, 2032 MHz, 375.13 W, 47
2026/04/23 11:23:48.025, 2032 MHz, 375.10 W, 47
2026/04/23 11:23:48.275, 2032 MHz, 375.16 W, 47
2026/04/23 11:23:48.525, 2032 MHz, 375.15 W, 47
2026/04/23 11:23:48.775, 2032 MHz, 372.65 W, 47
2026/04/23 11:23:49.025, 2032 MHz, 372.75 W, 47
2026/04/23 11:23:49.275, 2032 MHz, 372.74 W, 47
2026/04/23 11:23:49.525, 2032 MHz, 372.82 W, 47
2026/04/23 11:23:49.775, 2032 MHz, 372.87 W, 48
2026/04/23 11:23:50.025, 2032 MHz, 372.74 W, 48
2026/04/23 11:23:50.276, 2032 MHz, 372.78 W, 48
2026/04/23 11:23:50.526, 2032 MHz, 372.75 W, 48
2026/04/23 11:23:50.776, 2032 MHz, 372.77 W, 48
2026/04/23 11:23:51.026, 2032 MHz, 372.87 W, 48
2026/04/23 11:23:51.276, 2032 MHz, 372.91 W, 48
2026/04/23 11:23:51.526, 2032 MHz, 372.95 W, 48
2026/04/23 11:23:51.776, 2032 MHz, 373.09 W, 48
2026/04/23 11:23:52.026, 2032 MHz, 373.09 W, 48
2026/04/23 11:23:52.276, 2032 MHz, 373.08 W, 48
2026/04/23 11:23:52.526, 2032 MHz, 373.20 W, 48
2026/04/23 11:23:52.777, 2032 MHz, 373.14 W, 48
2026/04/23 11:23:53.027, 2032 MHz, 373.15 W, 48
2026/04/23 11:23:53.277, 2032 MHz, 373.21 W, 48
2026/04/23 11:23:53.527, 2032 MHz, 373.11 W, 48
2026/04/23 11:23:53.777, 2032 MHz, 373.30 W, 48
2026/04/23 11:23:54.027, 2032 MHz, 373.58 W, 48
2026/04/23 11:23:54.277, 2032 MHz, 373.56 W, 48
2026/04/23 11:23:54.527, 2032 MHz, 373.57 W, 48
2026/04/23 11:23:54.777, 2032 MHz, 373.50 W, 48
2026/04/23 11:23:55.027, 2032 MHz, 373.31 W, 48
2026/04/23 11:23:55.278, 2032 MHz, 373.43 W, 48
2026/04/23 11:23:55.528, 2032 MHz, 373.52 W, 48
2026/04/23 11:23:55.778, 2032 MHz, 373.57 W, 48
2026/04/23 11:23:56.028, 2032 MHz, 373.64 W, 48
2026/04/23 11:23:56.278, 2032 MHz, 373.52 W, 48
2026/04/23 11:23:56.528, 2032 MHz, 373.64 W, 48
2026/04/23 11:23:56.778, 2032 MHz, 373.64 W, 48
2026/04/23 11:23:57.028, 2032 MHz, 373.54 W, 48
2026/04/23 11:23:57.278, 2032 MHz, 373.64 W, 48
2026/04/23 11:23:57.528, 2032 MHz, 373.57 W, 48
2026/04/23 11:23:57.779, 2032 MHz, 373.55 W, 48
2026/04/23 11:23:58.029, 2032 MHz, 373.70 W, 48
2026/04/23 11:23:58.279, 2032 MHz, 373.65 W, 48
2026/04/23 11:23:58.529, 2032 MHz, 373.79 W, 48
2026/04/23 11:23:58.779, 2032 MHz, 373.88 W, 48
2026/04/23 11:23:59.029, 2032 MHz, 373.96 W, 48
2026/04/23 11:23:59.279, 2032 MHz, 374.05 W, 48
2026/04/23 11:23:59.529, 2032 MHz, 374.07 W, 48
2026/04/23 11:23:59.779, 2032 MHz, 374.09 W, 48
2026/04/23 11:24:00.030, 2032 MHz, 374.09 W, 48
2026/04/23 11:24:00.280, 2032 MHz, 374.15 W, 48
2026/04/23 11:24:00.530, 2032 MHz, 374.08 W, 48
2026/04/23 11:24:00.780, 2032 MHz, 374.06 W, 48
2026/04/23 11:24:01.030, 2032 MHz, 374.10 W, 48
2026/04/23 11:24:01.280, 2032 MHz, 374.01 W, 48
2026/04/23 11:24:01.530, 2032 MHz, 374.00 W, 48
2026/04/23 11:24:01.780, 2032 MHz, 374.03 W, 48
2026/04/23 11:24:02.030, 2032 MHz, 374.01 W, 48
2026/04/23 11:24:02.280, 2032 MHz, 374.05 W, 48
2026/04/23 11:24:02.531, 2032 MHz, 374.11 W, 48
2026/04/23 11:24:02.781, 2032 MHz, 371.96 W, 48
2026/04/23 11:24:03.031, 2032 MHz, 322.35 W, 45
2026/04/23 11:24:03.281, 2032 MHz, 287.04 W, 45
2026/04/23 11:24:03.531, 2032 MHz, 235.70 W, 44
2026/04/23 11:24:03.781, 2032 MHz, 203.79 W, 44
2026/04/23 11:24:04.031, 2032 MHz, 202.76 W, 44
2026/04/23 11:24:04.281, 2032 MHz, 202.62 W, 44
2026/04/23 11:24:04.531, 2025 MHz, 202.37 W, 44
2026/04/23 11:24:04.781, 495 MHz, 198.62 W, 43
2026/04/23 11:24:05.032, 450 MHz, 181.36 W, 43
2026/04/23 11:24:05.282, 412 MHz, 169.75 W, 43
2026/04/23 11:24:05.532, 345 MHz, 152.31 W, 43
2026/04/23 11:24:05.782, 315 MHz, 144.30 W, 43
2026/04/23 11:24:06.032, 285 MHz, 143.38 W, 43
2026/04/23 11:24:06.282, 262 MHz, 142.92 W, 43
2026/04/23 11:24:06.532, 217 MHz, 142.36 W, 43
2026/04/23 11:24:06.782, 195 MHz, 142.08 W, 42
2026/04/23 11:24:07.032, 180 MHz, 142.00 W, 42
2026/04/23 11:24:07.282, 165 MHz, 142.00 W, 42
2026/04/23 11:24:07.533, 142 MHz, 141.78 W, 42
2026/04/23 11:24:07.783, 127 MHz, 141.74 W, 42
2026/04/23 11:24:08.033, 120 MHz, 141.62 W, 42
2026/04/23 11:24:08.283, 120 MHz, 141.46 W, 42
2026/04/23 11:24:08.533, 120 MHz, 141.47 W, 42
2026/04/23 11:24:08.783, 120 MHz, 141.36 W, 42
2026/04/23 11:24:09.033, 120 MHz, 141.38 W, 42
2026/04/23 11:24:09.283, 120 MHz, 141.28 W, 42
2026/04/23 11:24:09.533, 120 MHz, 141.18 W, 42
2026/04/23 11:24:09.783, 120 MHz, 140.97 W, 42
2026/04/23 11:24:10.034, 120 MHz, 140.79 W, 42
2026/04/23 11:24:10.284, 120 MHz, 140.67 W, 42
2026/04/23 11:24:10.534, 120 MHz, 140.71 W, 42
2026/04/23 11:24:10.784, 120 MHz, 140.80 W, 42
2026/04/23 11:24:11.034, 120 MHz, 140.79 W, 42
2026/04/23 11:24:11.284, 120 MHz, 140.72 W, 42
2026/04/23 11:24:11.534, 120 MHz, 140.72 W, 42
2026/04/23 11:24:11.784, 120 MHz, 140.63 W, 42
2026/04/23 11:24:12.034, 120 MHz, 140.60 W, 42
2026/04/23 11:24:12.284, 120 MHz, 140.64 W, 42
2026/04/23 11:24:12.535, 120 MHz, 140.55 W, 42
2026/04/23 11:24:12.785, 120 MHz, 140.52 W, 42
2026/04/23 11:24:13.035, 120 MHz, 140.59 W, 42
2026/04/23 11:24:13.285, 120 MHz, 140.60 W, 42
2026/04/23 11:24:13.535, 120 MHz, 140.60 W, 42
2026/04/23 11:24:13.785, 120 MHz, 140.59 W, 42
2026/04/23 11:24:14.035, 120 MHz, 140.64 W, 42
2026/04/23 11:24:14.285, 120 MHz, 140.64 W, 42
2026/04/23 11:24:14.535, 120 MHz, 140.56 W, 42
2026/04/23 11:24:14.786, 120 MHz, 140.56 W, 42
2026/04/23 11:24:15.036, 120 MHz, 140.41 W, 42
2026/04/23 11:24:15.286, 120 MHz, 140.37 W, 42
2026/04/23 11:24:15.536, 120 MHz, 140.37 W, 42
2026/04/23 11:24:15.786, 120 MHz, 140.40 W, 42
2026/04/23 11:24:16.036, 120 MHz, 140.37 W, 42
2026/04/23 11:24:16.286, 120 MHz, 140.37 W, 42
2026/04/23 11:24:16.536, 120 MHz, 140.29 W, 42
2026/04/23 11:24:16.786, 120 MHz, 140.29 W, 42
2026/04/23 11:24:17.037, 120 MHz, 140.22 W, 42
2026/04/23 11:24:17.287, 120 MHz, 140.22 W, 42
2026/04/23 11:24:17.537, 120 MHz, 140.29 W, 42
2026/04/23 11:24:17.787, 120 MHz, 142.79 W, 42
2026/04/23 11:24:18.037, 120 MHz, 142.82 W, 41
2026/04/23 11:24:18.287, 120 MHz, 142.87 W, 41
2026/04/23 11:24:18.537, 120 MHz, 142.79 W, 41
2026/04/23 11:24:18.787, 120 MHz, 140.29 W, 41
2026/04/23 11:24:19.037, 120 MHz, 140.48 W, 41
2026/04/23 11:24:19.287, 120 MHz, 140.63 W, 41
2026/04/23 11:24:19.538, 120 MHz, 140.97 W, 41
2026/04/23 11:24:19.788, 120 MHz, 141.16 W, 41
2026/04/23 11:24:20.038, 120 MHz, 141.15 W, 41
2026/04/23 11:24:20.288, 120 MHz, 141.15 W, 41
2026/04/23 11:24:20.538, 120 MHz, 140.95 W, 41
2026/04/23 11:24:20.788, 120 MHz, 140.90 W, 41
2026/04/23 11:24:21.038, 120 MHz, 140.91 W, 41
2026/04/23 11:24:21.288, 120 MHz, 140.91 W, 41
2026/04/23 11:24:21.538, 120 MHz, 140.97 W, 41
2026/04/23 11:24:21.789, 120 MHz, 141.03 W, 41
2026/04/23 11:24:22.039, 120 MHz, 141.01 W, 41
2026/04/23 11:24:22.289, 120 MHz, 141.04 W, 41
2026/04/23 11:24:22.539, 120 MHz, 141.03 W, 41
2026/04/23 11:24:22.789, 120 MHz, 140.99 W, 41
2026/04/23 11:24:23.039, 120 MHz, 140.79 W, 41
2026/04/23 11:24:23.289, 120 MHz, 140.76 W, 41
2026/04/23 11:24:23.539, 120 MHz, 140.68 W, 41
2026/04/23 11:24:23.789, 120 MHz, 140.71 W, 41
2026/04/23 11:24:24.040, 120 MHz, 140.86 W, 41
2026/04/23 11:24:24.290, 120 MHz, 140.80 W, 41
2026/04/23 11:24:24.540, 120 MHz, 140.83 W, 41
2026/04/23 11:24:24.790, 120 MHz, 140.80 W, 41
2026/04/23 11:24:25.040, 120 MHz, 140.64 W, 41
2026/04/23 11:24:25.290, 120 MHz, 140.64 W, 41
2026/04/23 11:24:25.540, 120 MHz, 140.57 W, 41
2026/04/23 11:24:25.790, 120 MHz, 140.57 W, 41
2026/04/23 11:24:26.040, 120 MHz, 140.60 W, 41
2026/04/23 11:24:26.291, 120 MHz, 140.68 W, 41
2026/04/23 11:24:26.541, 120 MHz, 140.60 W, 41
2026/04/23 11:24:26.791, 120 MHz, 140.48 W, 41
2026/04/23 11:24:27.041, 120 MHz, 140.37 W, 41
2026/04/23 11:24:27.291, 120 MHz, 140.29 W, 41
2026/04/23 11:24:27.541, 120 MHz, 140.33 W, 41
2026/04/23 11:24:27.791, 120 MHz, 140.41 W, 41
2026/04/23 11:24:28.041, 120 MHz, 140.41 W, 41
2026/04/23 11:24:28.291, 120 MHz, 140.41 W, 41
2026/04/23 11:24:28.541, 120 MHz, 140.41 W, 41
2026/04/23 11:24:28.792, 120 MHz, 140.37 W, 41
